source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences,query_name
GO:BP,GO:0006325,chromatin organization,8.869820954951603e-06,True,"""The assembly or remodeling of chromatin composed of DNA complexed with histones, other associated proteins, and sometimes RNA."" [PMID:20404130]",884,72,15,21026,0.20833333333333334,0.016968325791855202,query_1,['GO:0016043'],"['MBD3', 'BAZ2A', 'YTHDC1', 'BAZ2B', 'DEK', 'PARP2', 'MBD2', 'SETDB2', 'MYOCD', 'MBD1', 'SETDB1', 'HNRNPU', 'SAFB', 'MECP2', 'PARP10']","[['IDA', 'HDA', 'IBA', 'IEA'], ['ISS', 'ISO', 'NAS', 'IEA'], ['IDA'], ['TAS'], ['NAS', 'IEA'], ['IDA'], ['IDA', 'IGI', 'HDA', 'IBA', 'IEA'], ['IBA', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'ISS', 'TAS', 'IEA'], ['TAS'], ['IDA', 'IMP', 'IEA'], ['IDA']]",Fig3D_VertExpanded
GO:BP,GO:0048525,negative regulation of viral process,1.4051711501504315e-05,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a multi-organism process in which a virus is a participant."" [GOC:bf, GOC:jl]",83,72,6,21026,0.08333333333333333,0.07228915662650602,query_1,"['GO:0016032', 'GO:0048519', 'GO:0050792']","['OAS1', 'ZC3HAV1', 'OAS3', 'OAS2', 'OASL', 'SETDB1']","[['IDA', 'IBA'], ['IDA'], ['IDA', 'IBA'], ['IBA'], ['IDA', 'IBA'], ['ISS']]",Fig3D_VertExpanded
GO:BP,GO:0045069,regulation of viral genome replication,1.8233606966528907e-05,True,"""Any process that modulates the frequency, rate or extent of viral genome replication."" [GOC:ai]",87,72,6,21026,0.08333333333333333,0.06896551724137931,query_1,"['GO:0019079', 'GO:1903900']","['OAS1', 'ZC3HAV1', 'OAS3', 'OAS2', 'OASL', 'SETDB1']","[['IDA', 'IBA'], ['IDA'], ['IDA', 'IBA'], ['IBA'], ['IDA', 'IBA'], ['ISS']]",Fig3D_VertExpanded
GO:BP,GO:0045824,negative regulation of innate immune response,1.9139887164270748e-05,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the innate immune response."" [GOC:go_curators]",88,72,6,21026,0.08333333333333333,0.06818181818181818,query_1,"['GO:0002832', 'GO:0031348', 'GO:0032102', 'GO:0045087', 'GO:0045088', 'GO:0050777']","['OAS1', 'OAS3', 'PARP1', 'PARP14', 'YTHDF3', 'YTHDF2']","[['IMP'], ['IMP'], ['IDA', 'IMP'], ['IMP', 'IEA'], ['ISS', 'IEA'], ['IMP']]",Fig3D_VertExpanded
GO:BP,GO:0048519,negative regulation of biological process,2.08033797783389e-05,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]",5834,72,40,21026,0.5555555555555556,0.006856359273225917,query_1,"['GO:0008150', 'GO:0050789']","['PARP3', 'YTHDC2', 'CCAR1', 'MBD3', 'BAZ2A', 'YTHDC1', 'OAS1', 'ACIN1', 'ERI1', 'ZC3HAV1', 'TNKS2', 'OAS3', 'OAS2', 'FASTKD2', 'FASTKD3', 'MBD2', 'OASL', 'SETDB2', 'TBRG4', 'FASTKD1', 'PARP16', 'MYOCD', 'MBD1', 'SETDB1', 'PARP1', 'YTHDF1', 'HNRNPU', 'TIPARP', 'FASTK', 'MECP2', 'PARP14', 'PARP15', 'TNKS', 'PARP10', 'YTHDF3', 'XRCC6', 'YTHDF2', 'SARNP', 'ANG', 'FASTKD5']","[['ISS', 'TAS', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['IBA', 'NAS'], ['ISS', 'ISO'], ['IDA', 'IEA'], ['IDA', 'IMP', 'IBA'], ['IDA'], ['IEA'], ['IDA', 'IBA'], ['IMP'], ['IDA', 'IMP', 'IBA'], ['IBA'], ['IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IGI', 'IBA', 'NAS', 'IEA'], ['IDA', 'IBA'], ['ISS', 'IBA'], ['IMP', 'IBA', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IDA'], ['IDA', 'IMP', 'IEA'], ['NAS', 'IEA'], ['ISS', 'IBA', 'TAS'], ['IDA', 'IMP', 'ISS', 'TAS'], ['IDA', 'IBA'], ['IDA', 'IMP', 'ISS', 'IEA'], ['IMP'], ['IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IMP', 'IBA'], ['IMP'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IMP', 'ISS', 'IBA', 'IEA'], ['IMP', 'IEA'], ['IDA', 'IMP', 'ISS', 'IBA', 'IEA'], ['IEA'], ['IDA', 'IEA'], ['IBA', 'IEA']]",Fig3D_VertExpanded
GO:MF,GO:0016740,transferase activity,2.1344093295328546e-05,True,"""Catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2."" [EC:2.-.-.-]",2594,73,25,20246,0.3424657534246575,0.00963762528912876,query_1,['GO:0003824'],"['PARP3', 'PARP12', 'CCAR1', 'RAD18', 'OAS1', 'PARP4', 'ZC3HAV1', 'TNKS2', 'PARP11', 'OAS3', 'OAS2', 'PARP2', 'OASL', 'SETDB2', 'PARP6', 'PARP16', 'SETDB1', 'PARP1', 'PARP8', 'TIPARP', 'FASTK', 'PARP14', 'PARP15', 'TNKS', 'PARP10']","[['IDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IBA'], ['IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA']]",Fig3D_VertExpanded
GO:BP,GO:0040029,epigenetic regulation of gene expression,2.6659459751016076e-05,True,"""A process that modulates the frequency, rate or extent of gene expression through chromatin remodeling either by modifying higher order chromatin fiber structure, nucleosomal histones, or cytosine methylation of DNA. Once established, this regulation may be maintained over many cell divisions. It can also be heritable in the absence of the instigating signal."" [PMID:10521337, PMID:11498582, PMID:22243696, PMID:34414474]",299,72,9,21026,0.125,0.030100334448160536,query_1,"['GO:0006338', 'GO:0010468']","['MBD3', 'BAZ2A', 'YTHDC1', 'MBD2', 'MYOCD', 'MBD1', 'SETDB1', 'HNRNPU', 'MECP2']","[['IBA', 'IEA'], ['ISS', 'ISO'], ['IDA'], ['IGI', 'IBA', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['TAS'], ['IDA', 'IMP', 'ISS', 'IEA'], ['IDA', 'IMP', 'IEA']]",Fig3D_VertExpanded
GO:BP,GO:0031507,heterochromatin formation,2.729963402764388e-05,True,"""An epigenetic gene silencing mechanism in which chromatin is compacted into heterochromatin, resulting in a chromatin conformation refractory to transcription. This process starts with heterochromatin nucleation, its spreading, and ends with heterochromatin boundary formation."" [PMID:25192661, PMID:33827924]",151,72,7,21026,0.09722222222222222,0.046357615894039736,query_1,['GO:0045814'],"['MBD3', 'BAZ2A', 'YTHDC1', 'MBD2', 'SETDB1', 'HNRNPU', 'MECP2']","[['IBA'], ['ISS', 'ISO'], ['IDA'], ['IGI', 'IBA'], ['TAS'], ['IDA', 'IMP', 'ISS', 'IEA'], ['IEA']]",Fig3D_VertExpanded
GO:BP,GO:0006338,chromatin remodeling,2.984124590970925e-05,True,"""A dynamic process of chromatin reorganization resulting in changes to chromatin structure. These changes allow DNA metabolic processes such as transcriptional regulation, DNA recombination, DNA repair, and DNA replication."" [GOC:jid, GOC:vw, PMID:12042764, PMID:12697820]",725,72,13,21026,0.18055555555555555,0.01793103448275862,query_1,['GO:0006325'],"['MBD3', 'BAZ2A', 'YTHDC1', 'BAZ2B', 'DEK', 'PARP2', 'MBD2', 'SETDB2', 'MYOCD', 'MBD1', 'SETDB1', 'HNRNPU', 'MECP2']","[['IDA', 'HDA', 'IBA', 'IEA'], ['ISS', 'ISO', 'NAS'], ['IDA'], ['TAS'], ['NAS'], ['IDA'], ['IDA', 'IGI', 'HDA', 'IBA', 'IEA'], ['IEA'], ['ISS', 'IEA'], ['IEA'], ['TAS', 'IEA'], ['IDA', 'IMP', 'ISS', 'IEA'], ['IDA', 'IMP', 'IEA']]",Fig3D_VertExpanded
GO:BP,GO:0060339,negative regulation of type I interferon-mediated signaling pathway,3.285490900736731e-05,True,"""Any process that decreases the rate, frequency or extent of a type I interferon-mediated signaling pathway."" [GOC:dph]",23,72,4,21026,0.05555555555555555,0.17391304347826086,query_1,"['GO:0001960', 'GO:0045824', 'GO:0060337', 'GO:0060338']","['OAS1', 'OAS3', 'YTHDF3', 'YTHDF2']","[['IMP'], ['IMP'], ['ISS', 'IEA'], ['IMP']]",Fig3D_VertExpanded
GO:MF,GO:0030674,protein-macromolecule adaptor activity,3.409097703067846e-05,True,"""An adaptor activity that brings together two or more macromolecules in contact, permitting those molecules to function in a coordinated way. The adaptor can bring together two proteins, or a protein and another macromolecule such as a lipid or a nucleic acid."" [GOC:bf, GOC:mah, GOC:vw]",1034,73,15,20246,0.2054794520547945,0.014506769825918761,query_1,['GO:0060090'],"['YTHDC2', 'CCAR1', 'YTHDC1', 'MYOCD', 'YTHDF1', 'HNRNPU', 'MECP2', 'PARP14', 'PARP15', 'MAMSTR', 'PARP10', 'YTHDF3', 'MRTFB', 'MRTFA', 'YTHDF2']","[['IDA', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IMP'], ['IDA', 'IMP', 'IEA'], ['IBA'], ['IMP', 'IBA'], ['IBA'], ['IBA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IGI', 'IBA'], ['IGI', 'ISS', 'IBA'], ['IDA', 'IBA', 'IEA']]",Fig3D_VertExpanded
GO:BP,GO:1904356,regulation of telomere maintenance via telomere lengthening,3.773846742020379e-05,True,"""Any process that modulates the frequency, rate or extent of telomere maintenance via telomere lengthening."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:23959892]",55,72,5,21026,0.06944444444444445,0.09090909090909091,query_1,"['GO:0010833', 'GO:0032204']","['PARP3', 'TNKS2', 'PARP1', 'HNRNPU', 'TNKS']","[['TAS'], ['IMP', 'TAS'], ['ISS'], ['IMP'], ['IDA', 'IMP', 'TAS']]",Fig3D_VertExpanded
GO:MF,GO:0008327,methyl-CpG binding,3.8327247176338704e-05,True,"""Binding to a methylated cytosine/guanine dinucleotide."" [GOC:jl, PMID:11746232]",30,73,4,20246,0.0547945205479452,0.13333333333333333,query_1,"['GO:0000166', 'GO:0043565']","['MBD3', 'MBD2', 'MBD1', 'MECP2']","[['IDA', 'IBA'], ['IDA', 'IBA', 'NAS', 'IEA'], ['IDA', 'NAS'], ['IBA', 'IEA']]",Fig3D_VertExpanded
GO:BP,GO:0070106,interleukin-27-mediated signaling pathway,3.975896761553796e-05,True,"""The series of molecular signals initiated by interleukin-27 binding to a receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:add, GOC:BHF, GOC:mah, GOC:signaling]",7,72,3,21026,0.041666666666666664,0.42857142857142855,query_1,['GO:0019221'],"['OAS1', 'OAS2', 'OASL']","[['IEP'], ['IDA', 'IEA'], ['IEP', 'IEA']]",Fig3D_VertExpanded
GO:MF,GO:0016788,"hydrolase activity, acting on ester bonds",3.9799983755334535e-05,True,"""Catalysis of the hydrolysis of any ester bond."" [GOC:jl]",918,73,14,20246,0.1917808219178082,0.015250544662309368,query_1,['GO:0016787'],"['ERI1', 'MBD4', 'RNASE1', 'RNASE7', 'RNASE2', 'RNASE3', 'RNASE6', 'RNASE8', 'RNASE11', 'MRTFB', 'MRTFA', 'ANG', 'RNASE12', 'RNASE4']","[['IDA', 'IBA', 'IEA'], ['TAS'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IBA', 'IEA'], ['IDA', 'IBA', 'NAS', 'IEA']]",Fig3D_VertExpanded
GO:MF,GO:0003677,DNA binding,4.4347035026443904e-05,True,"""Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."" [GOC:dph, GOC:jl, GOC:tb, GOC:vw]",2542,73,24,20246,0.3287671232876712,0.00944138473642801,query_1,['GO:0003676'],"['CCAR1', 'RAD18', 'MBD3', 'BAZ2A', 'PARP4', 'BAZ2B', 'DEK', 'MBD4', 'PARP2', 'SAFB2', 'MBD2', 'OASL', 'SETDB2', 'SLTM', 'MBD1', 'SETDB1', 'PARP1', 'HNRNPU', 'SAFB', 'TIPARP', 'MECP2', 'XRCC6', 'SARNP', 'ANG']","[['IDA'], ['IDA', 'NAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IEA'], ['TAS'], ['IEA'], ['IEA'], ['IBA', 'TAS', 'IEA'], ['IDA', 'IEA'], ['IBA', 'IEA'], ['IDA', 'HDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA'], ['IEA'], ['IBA'], ['IDA', 'TAS', 'NAS', 'IEA'], ['IEA'], ['IDA', 'TAS', 'IEA'], ['IDA', 'ISS', 'TAS', 'IEA'], ['ISS', 'IBA', 'TAS', 'IEA'], ['IDA'], ['IMP', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['IEA'], ['IC', 'IEA']]",Fig3D_VertExpanded
GO:MF,GO:0060090,molecular adaptor activity,4.4347035026443904e-05,True,"""The binding activity of a molecule that brings together two or more molecules through a selective, non-covalent, often stoichiometric interaction, permitting those molecules to function in a coordinated way."" [GOC:mtg_MIT_16mar07, GOC:vw]",1212,73,16,20246,0.2191780821917808,0.013201320132013201,query_1,['GO:0003674'],"['YTHDC2', 'CCAR1', 'YTHDC1', 'MBD2', 'MYOCD', 'YTHDF1', 'HNRNPU', 'MECP2', 'PARP14', 'PARP15', 'MAMSTR', 'PARP10', 'YTHDF3', 'MRTFB', 'MRTFA', 'YTHDF2']","[['IDA', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IDA', 'IBA', 'IEA'], ['EXP'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IMP'], ['EXP', 'IDA', 'IMP', 'IEA'], ['IBA'], ['IMP', 'IBA'], ['IBA'], ['IBA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IGI', 'IBA'], ['IGI', 'ISS', 'IBA'], ['IDA', 'IBA', 'IEA']]",Fig3D_VertExpanded
GO:BP,GO:0016032,viral process,5.04396493564617e-05,True,"""A multi-organism process in which a virus is a participant. The other participant is the host. Includes infection of a host cell, replication of the viral genome, and assembly of progeny virus particles. In some cases the viral genetic material may integrate into the host genome and only subsequently, under particular circumstances, 'complete' its life cycle."" [GOC:bf, GOC:jl, GOC:mah]",423,72,10,21026,0.1388888888888889,0.02364066193853428,query_1,['GO:0008150'],"['YTHDC2', 'OAS1', 'ZC3HAV1', 'OAS3', 'OAS2', 'DEK', 'OASL', 'PARP16', 'SETDB1', 'PARP10']","[['IMP'], ['IDA', 'IBA'], ['IDA'], ['IDA', 'IBA'], ['IBA'], ['TAS'], ['IDA', 'IBA'], ['TAS'], ['ISS'], ['TAS']]",Fig3D_VertExpanded
GO:MF,GO:0003725,double-stranded RNA binding,5.5071435414801e-05,True,"""Binding to double-stranded RNA."" [GOC:jl]",73,73,5,20246,0.0684931506849315,0.0684931506849315,query_1,['GO:0003723'],"['OAS1', 'OAS3', 'OAS2', 'OASL', 'HNRNPU']","[['IDA', 'IBA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA']]",Fig3D_VertExpanded
GO:CC,GO:0031981,nuclear lumen,5.603320968047289e-05,True,"""The volume enclosed by the nuclear inner membrane."" [GOC:mah, GOC:pz]",5540,73,37,22149,0.5068493150684932,0.006678700361010831,query_1,"['GO:0005634', 'GO:0070013']","['PARP3', 'CCAR1', 'RAD18', 'MBD3', 'BAZ2A', 'YTHDC1', 'SF3B2', 'OAS1', 'ACIN1', 'PARP4', 'ERI1', 'HNRNPUL1', 'PARP11', 'OAS3', 'OAS2', 'FASTKD3', 'DEK', 'MBD4', 'PARP2', 'SAFB2', 'MBD2', 'OASL', 'SETDB2', 'SLTM', 'MBD1', 'SETDB1', 'PARP1', 'HNRNPU', 'SAFB', 'MECP2', 'TNKS', 'PARP10', 'XRCC6', 'MRTFA', 'SARNP', 'ANG', 'HNRNPUL2']","[['IDA', 'IBA'], ['TAS'], ['IDA', 'TAS'], ['IDA', 'TAS', 'NAS', 'IEA'], ['IDA', 'ISS', 'NAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'TAS', 'IEA'], ['IDA', 'IBA'], ['IDA', 'TAS', 'IEA'], ['IDA', 'IEA'], ['IDA', 'ISS', 'IBA', 'IEA'], ['IDA'], ['IDA'], ['IDA', 'IBA'], ['IBA'], ['IDA'], ['IDA', 'TAS', 'NAS'], ['IDA', 'TAS'], ['IDA', 'IBA', 'IEA'], ['IDA'], ['IDA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'TAS'], ['IDA'], ['IDA', 'ISS', 'TAS', 'IEA'], ['IDA', 'TAS'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'TAS', 'IEA'], ['IDA', 'TAS'], ['IDA', 'TAS'], ['IDA'], ['IDA', 'IEA'], ['IDA', 'TAS'], ['IDA', 'TAS'], ['IDA', 'TAS', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IDA']]",Fig3D_VertExpanded
GO:BP,GO:0140888,interferon-mediated signaling pathway,5.761789219797253e-05,True,"""The series of molecular signals initiated by type II interferon binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. Type II interferon is also known as interferon-gamma."" [GOC:add, GOC:dph, GOC:signaling, PMID:32464097]",109,72,6,21026,0.08333333333333333,0.05504587155963303,query_1,['GO:0019221'],"['OAS1', 'OAS3', 'OAS2', 'PARP14', 'YTHDF3', 'YTHDF2']","[['IMP'], ['IMP'], ['ISS', 'IEA'], ['IMP', 'IEA'], ['ISS', 'IEA'], ['IMP']]",Fig3D_VertExpanded
GO:BP,GO:0048523,negative regulation of cellular process,7.005686815393987e-05,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]",5629,72,38,21026,0.5277777777777778,0.006750755018653402,query_1,"['GO:0009987', 'GO:0048519', 'GO:0050794']","['PARP3', 'YTHDC2', 'CCAR1', 'MBD3', 'BAZ2A', 'YTHDC1', 'OAS1', 'ACIN1', 'ERI1', 'ZC3HAV1', 'TNKS2', 'OAS3', 'FASTKD2', 'FASTKD3', 'MBD2', 'SETDB2', 'TBRG4', 'FASTKD1', 'PARP16', 'MYOCD', 'MBD1', 'SETDB1', 'PARP1', 'YTHDF1', 'HNRNPU', 'TIPARP', 'FASTK', 'MECP2', 'PARP14', 'PARP15', 'TNKS', 'PARP10', 'YTHDF3', 'XRCC6', 'YTHDF2', 'SARNP', 'ANG', 'FASTKD5']","[['ISS', 'TAS', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['IBA', 'NAS'], ['ISS', 'ISO'], ['IDA', 'IEA'], ['IMP'], ['IDA'], ['IEA'], ['IDA', 'IBA'], ['IMP'], ['IMP'], ['IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IGI', 'IBA', 'NAS', 'IEA'], ['ISS', 'IBA'], ['IMP', 'IBA', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IDA'], ['IDA', 'IEA'], ['NAS', 'IEA'], ['ISS', 'IBA', 'TAS'], ['IDA', 'IMP', 'ISS', 'TAS'], ['IDA', 'IBA'], ['IDA', 'IMP', 'ISS', 'IEA'], ['IMP'], ['IBA', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IMP', 'IBA'], ['IMP'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IMP', 'ISS', 'IBA', 'IEA'], ['IMP', 'IEA'], ['IDA', 'IMP', 'ISS', 'IBA', 'IEA'], ['IEA'], ['IDA', 'IEA'], ['IBA', 'IEA']]",Fig3D_VertExpanded
GO:MF,GO:0004521,RNA endonuclease activity,7.863713543856398e-05,True,"""Catalysis of the hydrolysis of ester linkages within ribonucleic acid by creating internal breaks."" [GOC:mah, ISBN:0198547684]",79,73,5,20246,0.0684931506849315,0.06329113924050633,query_1,"['GO:0004519', 'GO:0004540']","['RNASE1', 'RNASE2', 'RNASE8', 'ANG', 'RNASE4']","[['TAS', 'IEA'], ['IEA'], ['IDA'], ['TAS'], ['NAS']]",Fig3D_VertExpanded
GO:MF,GO:0003712,transcription coregulator activity,7.967226195861563e-05,True,"""A transcription regulator activity that modulates the transcription of specific gene sets via binding to a DNA-binding transcription factor at a specific genomic locus, either on its own or as part of a complex. Coregulators often act by altering chromatin structure and modifications. For example, one class of transcription coregulators modifies chromatin structure through covalent modification of histones. A second class remodels the conformation of chromatin in an ATP-dependent fashion. A third class modulates interactions of DNA-bound DNA-binding transcription factors with other transcription coregulators."" [GOC:txnOH-2018, PMID:10213677, PMID:16858867, PMID:24203923, PMID:25957681, Wikipedia:Transcription_coregulator]",491,73,10,20246,0.136986301369863,0.020366598778004074,query_1,"['GO:0030674', 'GO:0140110']","['CCAR1', 'MYOCD', 'HNRNPU', 'MECP2', 'PARP14', 'PARP15', 'MAMSTR', 'PARP10', 'MRTFB', 'MRTFA']","[['IDA', 'IMP', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IMP'], ['IDA', 'IEA'], ['IBA'], ['IMP', 'IBA'], ['IBA'], ['IBA'], ['IDA', 'IGI', 'IBA'], ['IGI', 'ISS', 'IBA']]",Fig3D_VertExpanded
GO:BP,GO:0010608,post-transcriptional regulation of gene expression,9.293215960707114e-05,True,"""Any process that modulates the frequency, rate or extent of gene expression after the production of an RNA transcript."" [GOC:dph, GOC:tb]",1088,72,15,21026,0.20833333333333334,0.013786764705882353,query_1,['GO:0010468'],"['YTHDC1', 'FASTKD2', 'FASTKD3', 'TBRG4', 'FASTKD1', 'PARP16', 'YTHDF1', 'HNRNPU', 'FASTK', 'MECP2', 'YTHDF3', 'YTHDF2', 'SARNP', 'ANG', 'FASTKD5']","[['ISS', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IDA'], ['IDA', 'IMP', 'IBA'], ['IDA', 'IMP'], ['IBA', 'IEA'], ['IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA']]",Fig3D_VertExpanded
GO:MF,GO:0140805,NAD+-protein-serine ADP-ribosyltransferase activity,9.753446914010901e-05,True,"""Catalysis of the reaction: L-seryl-[protein] + NAD+ = H+ + nicotinamide + O-(ADP-D-ribosyl)-L-seryl-[protein]."" [PMID:32028527, PMID:33186521, RHEA:58232]",2,73,2,20246,0.0273972602739726,1.0,query_1,['GO:1990404'],"['PARP2', 'PARP1']","[['IDA', 'IEA'], ['IDA', 'IEA']]",Fig3D_VertExpanded
GO:BP,GO:0002832,negative regulation of response to biotic stimulus,9.876019842915077e-05,True,"""Any process that stops, prevents, or reduces the frequency, rate, or extent of a response to biotic stimulus."" [GOC:add]",121,72,6,21026,0.08333333333333333,0.049586776859504134,query_1,"['GO:0002831', 'GO:0009607', 'GO:0048585']","['OAS1', 'OAS3', 'PARP1', 'PARP14', 'YTHDF3', 'YTHDF2']","[['IMP'], ['IMP'], ['IDA', 'IMP'], ['IMP', 'IEA'], ['ISS', 'IEA'], ['IMP']]",Fig3D_VertExpanded
GO:BP,GO:0006304,DNA modification,9.876019842915077e-05,True,"""The covalent alteration of one or more nucleotide sites in DNA, resulting in a change in its properties."" [GOC:jl, GOC:ma]",31,72,4,21026,0.05555555555555555,0.12903225806451613,query_1,"['GO:0006259', 'GO:0043412']","['PARP3', 'MBD4', 'PARP2', 'PARP1']","[['IDA'], ['TAS'], ['IDA'], ['IDA']]",Fig3D_VertExpanded
GO:BP,GO:0051253,negative regulation of RNA metabolic process,9.876019842915077e-05,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]",1400,72,17,21026,0.2361111111111111,0.012142857142857143,query_1,"['GO:0010605', 'GO:0016070', 'GO:0045934', 'GO:0051252']","['CCAR1', 'MBD3', 'BAZ2A', 'ACIN1', 'MBD2', 'SETDB2', 'MYOCD', 'MBD1', 'SETDB1', 'PARP1', 'HNRNPU', 'MECP2', 'PARP14', 'PARP15', 'PARP10', 'XRCC6', 'SARNP']","[['IEA'], ['IBA', 'NAS'], ['ISO'], ['IDA'], ['IGI', 'IBA', 'NAS', 'IEA'], ['ISS'], ['IEA'], ['NAS'], ['ISS'], ['IDA', 'ISS', 'TAS'], ['IDA', 'IMP'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IEA'], ['IMP'], ['IEA'], ['IMP'], ['IEA']]",Fig3D_VertExpanded
GO:BP,GO:0019731,antibacterial humoral response,0.00010922374088496328,True,"""An immune response against bacteria mediated through a body fluid. Examples of this process are the antibacterial humoral responses in Mus musculus and Drosophila melanogaster."" [GOC:go_curators, GOC:mtg_sensu]",70,72,5,21026,0.06944444444444445,0.07142857142857142,query_1,"['GO:0019730', 'GO:0042742']","['RNASE7', 'RNASE3', 'RNASE6', 'ANG', 'RNASE4']","[['IDA'], ['IDA'], ['IDA', 'IBA', 'IEA'], ['IBA', 'IEA'], ['IMP']]",Fig3D_VertExpanded
